"Date","Source","Actor","IOCType","IOCValue","Context","Link"
"2026-04-07 13:28:09 UTC","ThreatFox","TA584","Domain","vescel.es","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:19:49 UTC","ThreatFox","TA584","URL","https://onarbeni.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:19:32 UTC","ThreatFox","TA584","Domain","onarbeni.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:18:19 UTC","ThreatFox","TA584","URL","https://new.numdesk.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:18:02 UTC","ThreatFox","TA584","Domain","new.numdesk.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:12:01 UTC","ThreatFox","TA584","URL","https://bookingextranet-security.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 13:11:37 UTC","ThreatFox","TA584","Domain","bookingextranet-security.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 12:59:33","MalwareBazaar","TA584","SHA256","2261c2a0b9ca14f1f68d83e8bc3f660a681a385b1932945fa826f0be89d39939","signature=; file=4c05a4f514bbc7f84b397abfe571c9c34505b0d142a0e8e13a981c8ffb194857.7z (tag=XWorm)",
"2026-04-07 12:58:52 UTC","ThreatFox","TA584","Domain","mnoskemp.beer","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 12:58:36 UTC","ThreatFox","TA584","URL","https://mnoskemp.beer/api/css.js","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 12:58:32","MalwareBazaar","TA584","SHA256","4c05a4f514bbc7f84b397abfe571c9c34505b0d142a0e8e13a981c8ffb194857","signature=XWorm; file=4c05a4f514bbc7f84b397abfe571c9c34505b0d142a0e8e13a981c8ffb194857.JS (tag=XWorm)",
"2026-04-07 12:58:01 UTC","ThreatFox","TA584","Domain","bnsclod.beer","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 12:57:41 UTC","ThreatFox","TA584","URL","https://bnsclod.beer/api/css.js","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 12:56:58 UTC","ThreatFox","TA584","Domain","polygon-date.beer","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 10:36:35 UTC","ThreatFox","TA584","IP","192.3.45.7:28288","threat=botnet_cc; malware=win.xworm (tag=XWorm)",
"2026-04-07 10:21:43 UTC","ThreatFox","TA584","Domain","claude-desktop-app.bitbucket.io","threat=payload_delivery; malware=unknown_stealer (tag=ClickFix)",
"2026-04-07 10:21:42 UTC","ThreatFox","TA584","URL","https://claude-desktop-app.bitbucket.io/","threat=payload_delivery; malware=unknown_stealer (tag=ClickFix)",
"2026-04-07 10:21:42 UTC","ThreatFox","TA584","URL","https://sub.almo7tarifon.com/","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 10:02:04 UTC","ThreatFox","TA584","Domain","abdullah788-37389.portmap.host","threat=botnet_cc; malware=win.xworm (tag=XWorm)",
"2026-04-07 10:01:59 UTC","ThreatFox","TA584","Domain","catdogfree300-43400.portmap.host","threat=botnet_cc; malware=win.xworm (tag=XWorm)",
"2026-04-07 09:55:50","MalwareBazaar","TA584","SHA256","5455ce1c973fcdb55b30adb802ac031a76c60ac8c497d165dc0e8c9fd282b8d5","signature=XWorm; file=HGF9876567890-.bat (tag=XWorm)",
"2026-04-07 09:41:22 UTC","ThreatFox","TA584","URL","https://menacal.vn/wp-blog-footer.php?page=","threat=payload_delivery; malware=js.iclickfix (tag=ClickFix)",
"2026-04-07 09:39:11 UTC","ThreatFox","TA584","URL","https://djasdajnsdnjgjg.com/newin.js","threat=payload_delivery; malware=js.iclickfix (tag=ClickFix)",
"2026-04-07 09:24:49 UTC","ThreatFox","TA584","URL","https://vnmstokns.beer/api/css.js","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 09:24:26 UTC","ThreatFox","TA584","Domain","vnmstokns.beer","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 06:42:41 UTC","ThreatFox","TA584","URL","https://www.formedia.co.il/","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 06:42:40 UTC","ThreatFox","TA584","Domain","nodejs.co.com","threat=payload_delivery; malware=js.iclickfix (tag=ClickFix)",
"2026-04-07 06:42:38 UTC","ThreatFox","TA584","Domain","chocolatey.net","threat=payload_delivery; malware=js.iclickfix (tag=ClickFix)",
"2026-04-07 06:42:37 UTC","ThreatFox","TA584","Domain","nodejs-setup.co.com","threat=payload_delivery; malware=js.iclickfix (tag=ClickFix)",
"2026-04-07 06:42:36 UTC","ThreatFox","TA584","Domain","nodejs-setup.com","threat=payload_delivery; malware=js.iclickfix (tag=ClickFix)",
"2026-04-07 06:42:36 UTC","ThreatFox","TA584","Domain","openclaw-cli.co.com","threat=payload_delivery; malware=js.iclickfix (tag=ClickFix)",
"2026-04-07 06:42:36 UTC","ThreatFox","TA584","Domain","ollama.co.com","threat=payload_delivery; malware=js.iclickfix (tag=ClickFix)",
"2026-04-07 06:42:35 UTC","ThreatFox","TA584","Domain","nodejs-download.co.com","threat=payload_delivery; malware=js.iclickfix (tag=ClickFix)",
"2026-04-07 06:42:35 UTC","ThreatFox","TA584","Domain","ollama.gr.com","threat=payload_delivery; malware=js.iclickfix (tag=ClickFix)",
"2026-04-07 02:01:42 UTC","ThreatFox","TA584","Domain","jce85opnb7.localto.net","threat=botnet_cc; malware=win.xworm (tag=XWorm)",
"2026-04-07 02:01:41 UTC","ThreatFox","TA584","Domain","1yyx5olkch.localto.net","threat=botnet_cc; malware=win.xworm (tag=XWorm)",
"2026-04-06 20:04:03 UTC","ThreatFox","TA584","URL","https://sfqwfq.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-06 20:03:44 UTC","ThreatFox","TA584","Domain","sfqwfq.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-06 20:02:03 UTC","ThreatFox","TA584","URL","https://gaowvdoxh.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-06 20:01:46 UTC","ThreatFox","TA584","Domain","gaowvdoxh.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-06 20:01:14 UTC","ThreatFox","TA584","URL","https://sfnfpopq.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-06 20:00:58 UTC","ThreatFox","TA584","Domain","sfnfpopq.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-06 19:59:58 UTC","ThreatFox","TA584","URL","https://bnlfosf.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-06 19:59:40 UTC","ThreatFox","TA584","Domain","bnlfosf.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-06 19:59:04 UTC","ThreatFox","TA584","URL","https://qwlkfsfa.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-06 19:58:42 UTC","ThreatFox","TA584","Domain","qwlkfsfa.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-06 19:57:46 UTC","ThreatFox","TA584","URL","https://jskeowgo.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-06 19:57:22 UTC","ThreatFox","TA584","Domain","jskeowgo.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-06 19:56:28 UTC","ThreatFox","TA584","URL","https://exteroavx.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-06 19:56:08 UTC","ThreatFox","TA584","Domain","exteroavx.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-06 19:49:58 UTC","ThreatFox","TA584","Domain","adminreservation.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-06 19:45:25 UTC","ThreatFox","TA584","URL","http://77.91.97.92/032.txt","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-06 19:44:12 UTC","ThreatFox","TA584","URL","https://adminreservation.com/start/","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-06 19:30:05 UTC","ThreatFox","TA584","URL","https://dcdivas.com/wp-includes/pomo/Orkapo.exe","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-06 18:54:35","MalwareBazaar","TA584","SHA256","60a3fcdd47bb397b82000ca72301564b2c9ae7208d1502f75020f93ef6042a23","signature=Efimer; file=common.dat (tag=ClickFix)",
"2026-04-06 18:49:59 UTC","ThreatFox","TA584","Domain","denegnet.click","threat=payload_delivery; malware=unknown (tag=ClickFix)",
